;Scopy version,f4beeb1
;Exported on,samedi mars 02/03/2024
;Device,M2K
;Nr of samples,155648
;Sample rate,10000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
0,-0.8192,0.202619
1,-0.8191,0.202619
2,-0.819,0.202619
3,-0.8189,0.202619
4,-0.8188,0.202619
5,-0.8187,0.202619
6,-0.8186,0.202619
7,-0.8185,0.202619
8,-0.8184,0.202619
9,-0.8183,0.202619
10,-0.8182,0.202619
11,-0.8181,0.202619
12,-0.818,0.202619
13,-0.8179,0.202619
14,-0.8178,0.202619
15,-0.8177,0.200962
16,-0.8176,0.204275
17,-0.8175,0.204275
18,-0.8174,0.204275
19,-0.8173,0.204275
20,-0.8172,0.204275
21,-0.8171,0.204275
22,-0.817,0.204275
23,-0.8169,0.204275
24,-0.8168,0.204275
25,-0.8167,0.204275
26,-0.8166,0.204275
27,-0.8165,0.204275
28,-0.8164,0.204275
29,-0.8163,0.204275
30,-0.8162,0.204275
31,-0.8161,0.204275
32,-0.816,0.204275
33,-0.8159,0.204275
34,-0.8158,0.204275
35,-0.8157,0.204275
36,-0.8156,0.204275
37,-0.8155,0.204275
38,-0.8154,0.204275
39,-0.8153,0.202619
40,-0.8152,0.202619
41,-0.8151,0.202619
42,-0.815,0.202619
43,-0.8149,0.202619
44,-0.8148,0.202619
45,-0.8147,0.202619
46,-0.8146,0.200962
47,-0.8145,0.200962
48,-0.8144,0.19765
49,-0.8143,0.202619
50,-0.8142,0.202619
51,-0.8141,0.202619
52,-0.814,0.202619
53,-0.8139,0.202619
54,-0.8138,0.202619
55,-0.8137,0.202619
56,-0.8136,0.202619
57,-0.8135,0.202619
58,-0.8134,0.202619
59,-0.8133,0.202619
60,-0.8132,0.202619
61,-0.8131,0.202619
62,-0.813,0.202619
63,-0.8129,0.202619
64,-0.8128,0.202619
65,-0.8127,0.200962
66,-0.8126,0.204275
67,-0.8125,0.204275
68,-0.8124,0.200962
69,-0.8123,0.202619
70,-0.8122,0.202619
71,-0.8121,0.202619
72,-0.812,0.202619
73,-0.8119,0.202619
74,-0.8118,0.204275
75,-0.8117,0.204275
76,-0.8116,0.204275
77,-0.8115,0.204275
78,-0.8114,0.204275
79,-0.8113,0.204275
80,-0.8112,0.204275
81,-0.8111,0.204275
82,-0.811,0.204275
83,-0.8109,0.204275
84,-0.8108,0.204275
85,-0.8107,0.204275
86,-0.8106,0.204275
87,-0.8105,0.204275
88,-0.8104,0.204275
89,-0.8103,0.204275
90,-0.8102,0.204275
91,-0.8101,0.204275
92,-0.81,0.204275
93,-0.8099,0.204275
94,-0.8098,0.200962
95,-0.8097,0.202619
96,-0.8096,0.202619
97,-0.8095,0.202619
98,-0.8094,0.202619
99,-0.8093,0.202619
100,-0.8092,0.202619
101,-0.8091,0.19765
102,-0.809,0.19765
103,-0.8089,0.202619
104,-0.8088,0.202619
105,-0.8087,0.202619
106,-0.8086,0.202619
107,-0.8085,0.202619
108,-0.8084,0.202619
109,-0.8083,0.202619
110,-0.8082,0.202619
111,-0.8081,0.202619
112,-0.808,0.202619
113,-0.8079,0.202619
114,-0.8078,0.202619
115,-0.8077,0.200962
116,-0.8076,0.202619
117,-0.8075,0.202619
118,-0.8074,0.202619
119,-0.8073,0.202619
120,-0.8072,0.202619
121,-0.8071,0.204275
122,-0.807,0.204275
123,-0.8069,0.204275
124,-0.8068,0.204275
125,-0.8067,0.204275
126,-0.8066,0.204275
127,-0.8065,0.204275
128,-0.8064,0.204275
129,-0.8063,0.204275
130,-0.8062,0.204275
131,-0.8061,0.204275
132,-0.806,0.204275
133,-0.8059,0.204275
134,-0.8058,0.204275
135,-0.8057,0.204275
136,-0.8056,0.204275
137,-0.8055,0.204275
138,-0.8054,0.204275
139,-0.8053,0.204275
140,-0.8052,0.204275
141,-0.8051,0.204275
142,-0.805,0.204275
143,-0.8049,0.204275
144,-0.8048,0.204275
145,-0.8047,0.204275
146,-0.8046,0.204275
147,-0.8045,0.204275
148,-0.8044,0.204275
149,-0.8043,0.200962
150,-0.8042,0.202619
151,-0.8041,0.202619
152,-0.804,0.202619
153,-0.8039,0.202619
154,-0.8038,0.202619
155,-0.8037,0.202619
156,-0.8036,0.200962
157,-0.8035,0.200962
158,-0.8034,0.202619
159,-0.8033,0.202619
160,-0.8032,0.202619
161,-0.8031,0.202619
162,-0.803,0.202619
163,-0.8029,0.202619
164,-0.8028,0.202619
165,-0.8027,0.202619
166,-0.8026,0.202619
167,-0.8025,0.202619
168,-0.8024,0.202619
169,-0.8023,0.202619
170,-0.8022,0.202619
171,-0.8021,0.202619
172,-0.802,0.202619
173,-0.8019,0.202619
174,-0.8018,0.202619
175,-0.8017,0.204275
176,-0.8016,0.204275
177,-0.8015,0.204275
178,-0.8014,0.204275
179,-0.8013,0.204275
180,-0.8012,0.202619
181,-0.8011,0.202619
182,-0.801,0.204275
183,-0.8009,0.204275
184,-0.8008,0.204275
185,-0.8007,0.204275
186,-0.8006,0.204275
187,-0.8005,0.204275
188,-0.8004,0.204275
189,-0.8003,0.204275
190,-0.8002,0.204275
191,-0.8001,0.204275
192,-0.8,0.204275
193,-0.7999,0.204275
194,-0.7998,0.204275
195,-0.7997,0.204275
196,-0.7996,0.204275
197,-0.7995,0.204275
198,-0.7994,0.204275
199,-0.7993,0.204275
200,-0.7992,0.204275
201,-0.7991,0.202619
202,-0.799,0.202619
203,-0.7989,0.202619
204,-0.7988,0.202619
205,-0.7987,0.202619
206,-0.7986,0.202619
207,-0.7985,0.202619
208,-0.7984,0.202619
209,-0.7983,0.202619
210,-0.7982,0.202619
211,-0.7981,0.202619
212,-0.798,0.202619
213,-0.7979,0.202619
214,-0.7978,0.202619
215,-0.7977,0.202619
216,-0.7976,0.202619
217,-0.7975,0.202619
218,-0.7974,0.202619
219,-0.7973,0.202619
220,-0.7972,0.202619
221,-0.7971,0.202619
222,-0.797,0.202619
223,-0.7969,0.200962
224,-0.7968,0.202619
225,-0.7967,0.202619
226,-0.7966,0.202619
227,-0.7965,0.200962
228,-0.7964,0.204275
229,-0.7963,0.202619
230,-0.7962,0.202619
231,-0.7961,0.200962
232,-0.796,0.204275
233,-0.7959,0.202619
234,-0.7958,0.202619
235,-0.7957,0.202619
236,-0.7956,0.202619
237,-0.7955,0.204275
238,-0.7954,0.204275
239,-0.7953,0.204275
240,-0.7952,0.204275
241,-0.7951,0.204275
242,-0.795,0.204275
243,-0.7949,0.204275
244,-0.7948,0.204275
245,-0.7947,0.204275
246,-0.7946,0.204275
247,-0.7945,0.204275
248,-0.7944,0.204275
249,-0.7943,0.204275
250,-0.7942,0.204275
251,-0.7941,0.204275
252,-0.794,0.204275
253,-0.7939,0.204275
254,-0.7938,0.202619
255,-0.7937,0.202619
256,-0.7936,0.202619
257,-0.7935,0.202619
258,-0.7934,0.202619
259,-0.7933,0.202619
260,-0.7932,0.202619
261,-0.7931,0.202619
262,-0.793,0.202619
263,-0.7929,0.19765
264,-0.7928,0.200962
265,-0.7927,0.200962
266,-0.7926,0.202619
267,-0.7925,0.202619
268,-0.7924,0.202619
269,-0.7923,0.202619
270,-0.7922,0.202619
271,-0.7921,0.202619
272,-0.792,0.202619
273,-0.7919,0.202619
274,-0.7918,0.202619
275,-0.7917,0.202619
276,-0.7916,0.202619
